"_report","_báo cáo"
"Invalid fieldname '{0}' in autoname","Tên trường '{0}' không hợp lệ trong autoname"
"Invalid file path: {0}","Đường dẫn tệp không hợp lệ: {0}"
"Invalid File URL","URL tệp không hợp lệ"
"Invalid Filter","Bộ lọc không hợp lệ"
"Invalid filter condition: {0}. Expected a list or tuple.","Điều kiện lọc không hợp lệ: {0}. Mong đợi một danh sách hoặc bộ dữ liệu."
"Invalid filter field format: {0}. Use 'fieldname' or 'link_fieldname.target_fieldname'.","Định dạng trường bộ lọc không hợp lệ: {0}. Sử dụng 'fieldname' hoặc 'link_fieldname.target_fieldname'."
"Invalid Filter Format for field {0} of type {1}. Try using filter icon on the field to set it correctly","Định dạng bộ lọc không hợp lệ cho trường {0} thuộc loại {1}. Hãy thử sử dụng biểu tượng bộ lọc trên trường để thiết lập chính xác."
"Invalid Filter Value","Giá trị bộ lọc không hợp lệ"
"Invalid filter: {0}","Bộ lọc không hợp lệ: {0}"
"Invalid Formula","Công thức không hợp lệ"
"Invalid function argument type: {0}. Only strings, numbers, lists, and None are allowed.","Kiểu đối số hàm không hợp lệ: {0}. Chỉ cho phép Sê-ri, số, danh sách và None."
"Invalid function dictionary format","Định dạng từ điển hàm không hợp lệ"
"Invalid Group By","Nhóm không hợp lệ theo"
"Invalid Home Page","Trang chủ không hợp lệ"
"Invalid input","Đầu vào không hợp lệ"
"Invalid Item","mặt hàng không hợp lệ"
"Invalid Item Defaults","Mặc định mặt hàng không hợp lệ"
"Invalid json added in the custom options: {0}","Đã thêm json không hợp lệ vào tùy chọn tùy chỉnh: {0}"
"Invalid key","Khóa không hợp lệ"
"Invalid Ledger Entries","định khoản sổ cái không hợp lệ"
"Invalid Link","Liên kết không hợp lệ"
"Invalid Login Token","Mã thông báo đăng nhập không hợp lệ"
"Invalid Login. Try again.","Đăng nhập không hợp lệ. Vui lòng thử lại."
"Invalid lost reason {0}, please create a new lost reason","Lý do mất không hợp lệ {0}, vui lòng tạo lý do mất mới"
"Invalid Mail Server. Please rectify and try again.","Máy chủ thư không hợp lệ. Vui lòng sửa và thử lại."
"Invalid name type (integer) for varchar name column","Kiểu tên không hợp lệ (số nguyên) cho cột tên varchar"
"Invalid naming series (. missing) for {0}","Sê-ri đặt tên không hợp lệ (. thiếu) cho {0}"
"Invalid naming series {}: dot (.) missing","Sê-ri đặt tên không hợp lệ {}: thiếu dấu chấm (.)"
"Invalid naming series {}: dot (.) missing before the numeric placeholders. Kindly use a format like <b>ABCD.#####</b>.","Sê-ri đặt tên không hợp lệ {}: thiếu dấu chấm (.) trước các ký tự số. Vui lòng sử dụng định dạng như <b>ABCD.#####</b>."
"Invalid Naming Series: {}","Sê-ri đặt tên không hợp lệ: {}"
"Invalid Net Purchase Amount","Số tiền mua ròng không hợp lệ"
"Invalid Opening Entry","định khoản mở đầu không hợp lệ"
"Invalid Operation","Hoạt động không hợp lệ"
"Invalid Option","Tùy chọn không hợp lệ"
"Invalid or corrupted content for import","Nội dung nhập không hợp lệ hoặc bị hỏng"
"Invalid Outgoing Mail Server or Port: {0}","Máy chủ hoặc cổng thư đi không hợp lệ: {0}"
"Invalid Output Format","Định dạng đầu ra không hợp lệ"
"Invalid Override","Ghi đè không hợp lệ"
"Invalid Parameters.","Tham số không hợp lệ."
"Invalid Parent Account","Tài khoản phụ huynh không hợp lệ"
"Invalid Part Number","Số bộ phận không hợp lệ"
"Invalid Password","Mật khẩu không hợp lệ"
"Invalid Phone Number","Số điện thoại không hợp lệ"
"Invalid POS Invoices","Hóa đơn POS không hợp lệ"
"Invalid Posting Time","Thời gian đăng bài không hợp lệ"
"Invalid Primary Role","Vai trò chính không hợp lệ"
"Invalid Print Format","Định dạng in không hợp lệ"
"Invalid Priority","Ưu tiên không hợp lệ"
"Invalid Process Loss Configuration","Cấu hình mất quy trình không hợp lệ"
"Invalid Purchase Invoice","Hóa đơn mua hàng không hợp lệ"
"Invalid Qty","Số lượng không hợp lệ"
"Invalid Quantity","Số lượng không hợp lệ"
"Invalid Query","Truy vấn không hợp lệ"
"Invalid redirect regex in row #{}: {}","Biểu thức chính quy chuyển hướng không hợp lệ trong hàng #{}: {}"
"Invalid reference {0} {1}","Tham chiếu không hợp lệ {0} {1}"
"Invalid Request","Yêu cầu không hợp lệ"
"Invalid request arguments","Đối số yêu cầu không hợp lệ"
"Invalid request body","Nội dung yêu cầu không hợp lệ"
"Invalid result key. Response:","Khóa kết quả không hợp lệ. Phản hồi:"
"Invalid Return","Trả lại không hợp lệ"
"Invalid role","Vai trò không hợp lệ"
"Invalid Sales Invoices","Hóa đơn bán hàng không hợp lệ"
"Invalid Schedule","Lịch trình không hợp lệ"
"Invalid Search Field {0}","Trường tìm kiếm không hợp lệ {0}"
"Invalid search query","Truy vấn tìm kiếm không hợp lệ"
"Invalid Selling Price","Giá bán không hợp lệ"
"Invalid Serial and Batch Bundle","Gói hàng loạt và sê-ri không hợp lệ"
"Invalid simple filter format: {0}","Định dạng bộ lọc đơn giản không hợp lệ: {0}"
"Invalid Source and Target Warehouse","Kho nguồn và kho đích không hợp lệ"
"Invalid start for filter condition: {0}. Expected a list or tuple.","Bắt đầu không hợp lệ cho điều kiện lọc: {0}. Dự kiến ​​là một danh sách hoặc bộ."
"Invalid string literal format: {0}","Định dạng Sê-ri ký tự không hợp lệ: {0}"
"Invalid Table Fieldname","Tên trường bảng không hợp lệ"
"Invalid template file for import","Tệp Biểu mẫu không hợp lệ để nhập"
"Invalid token state! Check if the token has been created by the OAuth user.","Trạng thái mã thông báo không hợp lệ! Kiểm tra xem mã thông báo có được người dùng OAuth tạo hay không."
"Invalid Transition","Chuyển tiếp không hợp lệ"
"Invalid URL","URL không hợp lệ"
"Invalid User Name or Support Password. Please rectify and try again.","Tên người dùng hoặc mật khẩu hỗ trợ không hợp lệ. Vui lòng sửa lại và thử lại."
"Invalid username or password","Tên người dùng hoặc mật khẩu không hợp lệ"
"Invalid Value","Giá trị không hợp lệ"
"Invalid value {0} for {1} against account {2}","Giá trị không hợp lệ {0} cho {1} so với tài khoản {2}"
"Invalid value specified for UUID: {}","Giá trị không hợp lệ được chỉ định cho UUID: {}"
"Invalid Values","Giá trị không hợp lệ"
"Invalid values for fields:","Giá trị không hợp lệ cho các trường:"
"Invalid Warehouse","Kho hàng không hợp lệ"
"Invalid Webhook Secret","Bí mật Webhook không hợp lệ"
"Invalid wkhtmltopdf version","Phiên bản wkhtmltopdf không hợp lệ"
"Inventory","Hàng tồn kho"
"Inventory Account Currency","Tiền tệ của tài khoản hàng tồn kho"
"Inventory Dimension","Kích thước hàng tồn kho"
"Inventory Dimension key","Chìa khóa kích thước hàng tồn kho"
"Inventory Dimension Negative Stock","Kích thước hàng tồn kho Hàng tồn kho âm"
"Inventory Settings","Cài đặt hàng tồn kho"
"Inventory Turnover Ratio","Tỷ lệ luân chuyển hàng tồn kho"
"Inverse","Đảo ngược"
"inverted","đảo ngược"
"Investments","Đầu tư"
"Invitation already accepted","Lời mời đã được chấp nhận"
"Invitation already exists","Lời mời đã tồn tại"
"Invitation cannot be cancelled","Lời mời không thể bị hủy"
"Invitation is cancelled","Lời mời đã bị hủy"
"Invitation is expired","Lời mời đã hết hạn"
"Invitation not found","Không tìm thấy lời mời"
"Invitation to join {0} cancelled","Lời mời tham gia {0} đã bị hủy"
"Invitation to join {0} expired","Lời mời tham gia {0} đã hết hạn"
"Invite as User","Mời làm người dùng"
"Invited By","Được mời bởi"
"Invoice","Hóa đơn"
"Invoice already created for all billing hours","Hóa đơn đã được tạo cho tất cả các giờ thanh toán"
"Invoice and Billing","Hóa đơn và Thanh toán"
"Invoice can't be made for zero billing hour","Không thể lập hóa đơn cho giờ thanh toán bằng không"
"Invoice Cancellation","Hủy hóa đơn"
"Invoice Date","Ngày lập hóa đơn"
"Invoice Discounting","Chiết khấu hóa đơn"
"Invoice Document Type Selection Error","Lỗi chọn loại tài liệu hóa đơn"
"Invoice Grand Total","Tổng cộng hóa đơn"
"Invoice ID","Mã hóa đơn"
"Invoice Limit","Giới hạn hóa đơn"
"Invoice Number","Số hóa đơn"
"Invoice Paid","Hóa đơn đã thanh toán"
"Invoice Portion","Phần hóa đơn"
"Invoice Portion (%)","Tỷ lệ hóa đơn (%)"
"Invoice Posting Date","Ngày ghi sổ hóa đơn"
"Invoice Series","Sê-ri hóa đơn"
"Invoice Status","Trạng thái hóa đơn"
"Invoice Type","Loại hóa đơn"
"Invoice Type Created via POS Screen","Loại hóa đơn được tạo qua màn hình POS"
"Invoiced Amount","Số tiền được lập hóa đơn"
"Invoiced Amount (Excl. Tax)","Số tiền được lập hóa đơn (Chưa bao gồm thuế)"
"Invoiced Qty","Số lượng đã xuất hóa đơn"
"Invoices","Hóa đơn"
"Invoices and Payments have been Fetched and Allocated","Hóa đơn và thanh toán đã được lấy và phân bổ"
"Invoicing Features","Tính năng lập hóa đơn"
"Inward","hướng vào trong"
"IP Address","Địa chỉ IP"
"Is","Là"
"Is a Subscription","Là một đăng ký"
"Is Account Payable","Là khoản phải trả"
"Is Active","Đang hoạt động"
"Is Additional Item","Là mặt hàng bổ sung"
"Is Additional Transfer Entry","Là định khoản chuyển nhượng bổ sung"
"Is Adjustment Entry","Là mặt hàng điều chỉnh"
"Is Advance","Là Tiến bộ"
"Is Alternative","Là sự thay thế"
"Is Attachments Folder","Là thư mặt hàng đính kèm"
"Is Billable","Có thể thanh toán được"
"Is Calendar and Gantt","Lịch và Gantt là gì?"
"Is Cancelled","Đã bị hủy"
"Is Cash or Non Trade Discount","Là tiền mặt hay chiết khấu phi thương mại"
"Is Child Table","Là bảng con"
"Is Company","Là Công ty"
"Is Company Account","Là Tài khoản Công ty"
"Is Complete","Đã hoàn thành"
"Is Completed","Đã hoàn thành"
"Is Composite Asset","Là tài sản tổng hợp"
"Is Composite Component","Là thành phần tổng hợp"
"Is Consolidated","Được hợp nhất"
"Is Container","Là Container"
"Is Corrective Job Card","Thẻ công việc sửa chữa"
"Is Corrective Operation","Là hoạt động khắc phục"
"Is created using POS","Được tạo bằng POS"
"Is Cumulative","Là tích lũy"
"Is Current","Là hiện tại"
"Is Custom","Là tùy chỉnh"
"Is Custom Field","Là trường tùy chỉnh"
"Is Customer Provided Item","Là mặt hàng do khách hàng cung cấp"
"Is Default","Là mặc định"
"Is Default Account","Là tài khoản mặc định"
"Is Default Language","Là ngôn ngữ mặc định"
"Is Delivery Note Required for Sales Invoice Creation?","Có cần Biên lai giao hàng để lập hóa đơn bán hàng không?"
"Is Discounted","Đã được giảm giá"
"Is Dynamic URL?","URL động có phải là URL động không?"
"Is Exchange Gain / Loss?","Trao đổi có lãi/lỗ không?"
"Is Existing Asset","Là tài sản hiện có"
"Is Expandable","Có thể mở rộng"
"Is Final Finished Good","Hoàn thành cuối cùng có tốt không"
"Is Finished Item","Đã hoàn thành mặt hàng"
"Is Fixed Asset","Là tài sản cố định"
"Is Fixed Asset cannot be unchecked, as Asset record exists against the item","Không thể bỏ chọn Là Tài sản cố định vì đã có hồ sơ Tài sản đối với mặt hàng này"
"Is Folder","Là thư mục"
"Is Free Item","Là mặt hàng miễn phí"
"Is Frozen","Đã phong tỏa (dừng hoạt động)"
"Is Fully Depreciated","Đã khấu hao hoàn toàn"
"Is Global","Là toàn cầu"
"Is Group","Là Nhóm"
